question_template,program,state,model,run_number,prompt_sent,response_json,answer_extracted,source,confidence,timestamp,error
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,qwen/qwen3.6-plus:free,3,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
""answer"": ""Under New York State's Freedom of Information Law (FOIL), state and local agencies—including the Department of Health and local Departments of Social Services that administer Medicaid—generally have five (5) business days from the receipt of a written public records request to respond. Within this five-day window, the agency must either grant the request, deny the request in writing with a specific legal justification (citing exemptions like health and patient privacy laws that protect Medicaid records), or acknowledge receipt of the request and provide a reasonable estimated date for when a final decision will be made."",
""source"": ""New York State Public Officers Law § 89(3) and the New York State Committee on Open Government 'FOIL Guide' (dos.ny.gov)"",
""confidence"": ""high""
}","Under New York State's Freedom of Information Law (FOIL), state and local agencies—including the Department of Health and local Departments of Social Services that administer Medicaid—generally have five (5) business days from the receipt of a written public records request to respond. Within this five-day window, the agency must either grant the request, deny the request in writing with a specific legal justification (citing exemptions like health and patient privacy laws that protect Medicaid records), or acknowledge receipt of the request and provide a reasonable estimated date for when a final decision will be made.",New York State Public Officers Law § 89(3) and the New York State Committee on Open Government 'FOIL Guide' (dos.ny.gov),high,2026-04-06T03:05:25.429625+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,qwen/qwen3.6-plus:free,5,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York's Freedom of Information Law (FOIL), state and local agencies (including those that administer Medicaid, such as the Department of Health or local Departments of Social Services) are legally required to provide a written response to a public records request within 5 business days of receipt. This initial response must either grant access to the records, deny the request, or acknowledge receipt and provide a 'reasonable' estimated date by which the records will be provided or denied. While the statute does not set a strict statutory deadline for the final production of records beyond the initial acknowledgment, state guidelines and agency policies generally consider 20 business days to be a reasonable timeframe to issue a final substantive determination. Note: Individual Medicaid beneficiary records are exempt from public disclosure under FOIL's personal privacy exemptions, so public requests typically apply to agency policies, contracts, aggregated data, or administrative records."",
  ""source"": ""New York State Public Officers Law Article 6 (Freedom of Information Law) and the NYS Committee on Open Government FOIL Guidelines"",
  ""confidence"": ""high""
}","Under New York's Freedom of Information Law (FOIL), state and local agencies (including those that administer Medicaid, such as the Department of Health or local Departments of Social Services) are legally required to provide a written response to a public records request within 5 business days of receipt. This initial response must either grant access to the records, deny the request, or acknowledge receipt and provide a 'reasonable' estimated date by which the records will be provided or denied. While the statute does not set a strict statutory deadline for the final production of records beyond the initial acknowledgment, state guidelines and agency policies generally consider 20 business days to be a reasonable timeframe to issue a final substantive determination. Note: Individual Medicaid beneficiary records are exempt from public disclosure under FOIL's personal privacy exemptions, so public requests typically apply to agency policies, contracts, aggregated data, or administrative records.",New York State Public Officers Law Article 6 (Freedom of Information Law) and the NYS Committee on Open Government FOIL Guidelines,high,2026-04-06T03:06:41.726575+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,openai/gpt-oss-120b:free,1,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York’s Freedom of Information Law (FOIL), agencies must respond to a request for public records, including Medicaid records, within five business days after the request is received, unless an extension is granted by the agency."",
  ""source"": ""https://www.dos.ny.gov/foi/foi.html (New York Department of State, Freedom of Information Law – response time requirements)"",
  ""confidence"": ""high""
}","Under New York’s Freedom of Information Law (FOIL), agencies must respond to a request for public records, including Medicaid records, within five business days after the request is received, unless an extension is granted by the agency.","https://www.dos.ny.gov/foi/foi.html (New York Department of State, Freedom of Information Law – response time requirements)",high,2026-04-06T03:06:46.206700+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,openai/gpt-oss-120b:free,2,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York’s Freedom of Information Law (FOIL), state agencies—including those that handle Medicaid requests—must respond to a public records request within five business days, either by providing the records, denying the request, or stating that additional time is needed."",
  ""source"": ""https://www.dos.ny.gov/openrecords/foillaw.html (New York Department of State, Freedom of Information Law)"",
  ""confidence"": ""high""
}","Under New York’s Freedom of Information Law (FOIL), state agencies—including those that handle Medicaid requests—must respond to a public records request within five business days, either by providing the records, denying the request, or stating that additional time is needed.","https://www.dos.ny.gov/openrecords/foillaw.html (New York Department of State, Freedom of Information Law)",high,2026-04-06T03:06:53.828284+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,openai/gpt-oss-120b:free,3,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York’s Freedom of Information Law (FOIL), agencies – including the New York State Department of Health and its Medicaid offices – must respond to public records requests within five business days of receipt. If additional time is needed, the agency must provide a written notice of the extension and the reason for it."",
  ""source"": ""https://www.ny.gov/freedom-information-law-foil and https://www.health.ny.gov/about/foi.htm (New York State Department of Health FOIL page)"",
  ""confidence"": ""high""
}","Under New York’s Freedom of Information Law (FOIL), agencies – including the New York State Department of Health and its Medicaid offices – must respond to public records requests within five business days of receipt. If additional time is needed, the agency must provide a written notice of the extension and the reason for it.",https://www.ny.gov/freedom-information-law-foil and https://www.health.ny.gov/about/foi.htm (New York State Department of Health FOIL page),high,2026-04-06T03:06:59.709430+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,openai/gpt-oss-120b:free,4,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York’s Freedom of Information Law (FOIL), agencies, including those that administer Medicaid, must respond to a public records request within five (5) business days after the request is received, unless additional time is needed to locate, review, or exempt the records."",
  ""source"": ""https://www.opr.ny.gov/foi/foi-law"",
  ""confidence"": ""high""
}","Under New York’s Freedom of Information Law (FOIL), agencies, including those that administer Medicaid, must respond to a public records request within five (5) business days after the request is received, unless additional time is needed to locate, review, or exempt the records.",https://www.opr.ny.gov/foi/foi-law,high,2026-04-06T03:07:05.073429+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,openai/gpt-oss-120b:free,5,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under New York’s Freedom of Information Law (FOIL), agencies must respond to a request for public records – including Medicaid records – within five business days after the request is deemed complete. If the agency needs more time, it must provide a written estimate of the additional time required."",
  ""source"": ""https://www.dhs.ny.gov/openrecords/freedom-of-information-law-foil"",
  ""confidence"": ""high""
}","Under New York’s Freedom of Information Law (FOIL), agencies must respond to a request for public records – including Medicaid records – within five business days after the request is deemed complete. If the agency needs more time, it must provide a written estimate of the additional time required.",https://www.dhs.ny.gov/openrecords/freedom-of-information-law-foil,high,2026-04-06T03:07:09.958605+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,qwen/qwen3.6-plus:free,1,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""In Texas, state agencies—including the Texas Health and Human Services Commission (HHSC), which administers Medicaid—generally have 10 business days to respond to a written public records request. This timeframe is mandated by the Texas Public Information Act (Texas Government Code, Chapter 552)."",
  ""source"": ""https://www.texasattorneygeneral.gov/open/what-texas-public-information-act"",
  ""confidence"": ""high""
}","In Texas, state agencies—including the Texas Health and Human Services Commission (HHSC), which administers Medicaid—generally have 10 business days to respond to a written public records request. This timeframe is mandated by the Texas Public Information Act (Texas Government Code, Chapter 552).",https://www.texasattorneygeneral.gov/open/what-texas-public-information-act,high,2026-04-06T03:07:55.803967+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,qwen/qwen3.6-plus:free,3,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Texas Public Information Act (TPIA), all state agencies, including the Texas Health and Human Services Commission (HHSC) which administers Medicaid, generally have 10 business days from the date a request is received to respond. In their response, the agency must either provide the public information, explain why the information is exempt from disclosure (for instance, specific patient medical data is typically protected under HIPAA and TPIA privacy exemptions), or ask the requestor to narrow a voluminous request. Note: If you are referring to the processing time for a Medicaid benefits application rather than a public record request, the state generally has 45 days to process a standard application."",
  ""source"": ""https://www.texasattorneygeneral.gov/open-government/public-information-act"",
  ""confidence"": ""high""
}","Under the Texas Public Information Act (TPIA), all state agencies, including the Texas Health and Human Services Commission (HHSC) which administers Medicaid, generally have 10 business days from the date a request is received to respond. In their response, the agency must either provide the public information, explain why the information is exempt from disclosure (for instance, specific patient medical data is typically protected under HIPAA and TPIA privacy exemptions), or ask the requestor to narrow a voluminous request. Note: If you are referring to the processing time for a Medicaid benefits application rather than a public record request, the state generally has 45 days to process a standard application.",https://www.texasattorneygeneral.gov/open-government/public-information-act,high,2026-04-06T03:08:43.422187+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,qwen/qwen3.6-plus:free,5,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Texas Public Information Act (TPIA), state agencies—including the Texas Health and Human Services Commission (HHSC), which administers the Medicaid program—generally have 10 business days to respond to a public records request. Within this 10-business-day window, the agency must either release the requested information, certify in writing that the information does not exist, or request an open records ruling from the Texas Attorney General if they intend to withhold any part of the response. Note that individual Medicaid beneficiary case files and medical records are generally exempt from public disclosure under the TPIA due to federal HIPAA and state privacy laws, though beneficiaries can request their own records through separate medical records release processes."",
  ""source"": ""Texas Attorney General's Office - Open Government Division (The Public Information Act, Texas Government Code Chapter 552) and Texas Health and Human Services Commission (HHSC) Public Information Request guidelines."",
  ""confidence"": ""high""
}","Under the Texas Public Information Act (TPIA), state agencies—including the Texas Health and Human Services Commission (HHSC), which administers the Medicaid program—generally have 10 business days to respond to a public records request. Within this 10-business-day window, the agency must either release the requested information, certify in writing that the information does not exist, or request an open records ruling from the Texas Attorney General if they intend to withhold any part of the response. Note that individual Medicaid beneficiary case files and medical records are generally exempt from public disclosure under the TPIA due to federal HIPAA and state privacy laws, though beneficiaries can request their own records through separate medical records release processes.","Texas Attorney General's Office - Open Government Division (The Public Information Act, Texas Government Code Chapter 552) and Texas Health and Human Services Commission (HHSC) Public Information Request guidelines.",high,2026-04-06T03:09:46.734346+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,openai/gpt-oss-120b:free,2,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Texas Public Information Act, state agencies—including the Texas Health and Human Services Commission, which processes Medicaid requests—must respond to public records requests within 10 business days, unless an extension is granted for a good cause."",
  ""source"": ""https://www.texasattorneygeneral.gov/sites/default/files/files/consumer/public_information_act/pia_faq.pdf"",
  ""confidence"": ""high""
}","Under the Texas Public Information Act, state agencies—including the Texas Health and Human Services Commission, which processes Medicaid requests—must respond to public records requests within 10 business days, unless an extension is granted for a good cause.",https://www.texasattorneygeneral.gov/sites/default/files/files/consumer/public_information_act/pia_faq.pdf,high,2026-04-06T03:09:56.909080+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,openai/gpt-oss-120b:free,3,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under Texas Government Code §552.102, agencies must respond to a public records request within 10 business days. If the request involves a large volume of records, the agency may extend the response time by an additional 10 business days, but must notify the requester of the extension and the reason for it."",
  ""source"": ""https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.102"",
  ""confidence"": ""high""
}","Under Texas Government Code §552.102, agencies must respond to a public records request within 10 business days. If the request involves a large volume of records, the agency may extend the response time by an additional 10 business days, but must notify the requester of the extension and the reason for it.",https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.102,high,2026-04-06T03:10:01.922979+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,qwen/qwen3.6-plus:free,1,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The department's state-level headquarters is located at 600 Washington Street, Boston, MA 02111. The official central mailing address for SNAP documents, applications, and correspondence is DTA Correspondence, P.O. Box 4406, Boston, MA 02101."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The department's state-level headquarters is located at 600 Washington Street, Boston, MA 02111. The official central mailing address for SNAP documents, applications, and correspondence is DTA Correspondence, P.O. Box 4406, Boston, MA 02101.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-06T03:11:23.990028+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,qwen/qwen3.6-plus:free,2,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The state-level administrative headquarters for the DTA is located at 100 Cambridge Street, Boston, MA 02114."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The state-level administrative headquarters for the DTA is located at 100 Cambridge Street, Boston, MA 02114.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-06T03:12:08.311230+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,qwen/qwen3.6-plus:free,4,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The main state-level headquarters address for the DTA is 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The main state-level headquarters address for the DTA is 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-06T03:12:56.381383+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,qwen/qwen3.6-plus:free,5,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The primary state-level administrative address for the DTA is 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""medium""
}","In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA). The primary state-level administrative address for the DTA is 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,medium,2026-04-06T03:13:52.086995+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,qwen/qwen3.6-plus:free,2,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""The state-level administration for SNAP in Rhode Island is handled by the Rhode Island Department of Human Services (DHS), which is headquartered at 100 Friendship Street, Providence, RI 02903."",
  ""source"": ""https://www.dhs.ri.gov/"",
  ""confidence"": ""high""
}","The state-level administration for SNAP in Rhode Island is handled by the Rhode Island Department of Human Services (DHS), which is headquartered at 100 Friendship Street, Providence, RI 02903.",https://www.dhs.ri.gov/,high,2026-04-06T03:15:17.260395+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,qwen/qwen3.6-plus:free,3,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""The Rhode Island Department of Human Services (DHS) is the state agency that administers the SNAP program. Their main administrative headquarters address is 40 Fountain Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}","The Rhode Island Department of Human Services (DHS) is the state agency that administers the SNAP program. Their main administrative headquarters address is 40 Fountain Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-06T03:16:07.864940+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,qwen/qwen3.6-plus:free,5,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services, 1511 Pontiac Avenue, Cranston, RI 02920"",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}","Rhode Island Department of Human Services, 1511 Pontiac Avenue, Cranston, RI 02920",https://dhs.ri.gov/,high,2026-04-06T03:17:08.577816+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,1,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). Their primary headquarters and administration address is 744 P Street, Sacramento, CA 95814."",
  ""source"": ""https://www.cdss.ca.gov/Contact-Us"",
  ""confidence"": ""high""
}","The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). Their primary headquarters and administration address is 744 P Street, Sacramento, CA 95814.",https://www.cdss.ca.gov/Contact-Us,high,2026-04-06T03:18:20.908816+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,3,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""In California, the Supplemental Nutrition Assistance Program (SNAP) is administered under the name 'CalFresh' by the California Department of Social Services (CDSS). The state-level administrative headquarters address for the CDSS is: California Department of Social Services, 744 P Street, Sacramento, CA 95814."",
  ""source"": ""https://www.cdss.ca.gov/"",
  ""confidence"": ""high""
}","In California, the Supplemental Nutrition Assistance Program (SNAP) is administered under the name 'CalFresh' by the California Department of Social Services (CDSS). The state-level administrative headquarters address for the CDSS is: California Department of Social Services, 744 P Street, Sacramento, CA 95814.",https://www.cdss.ca.gov/,high,2026-04-06T03:18:59.038317+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,4,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""The state-level administration for SNAP (known in California as CalFresh) is the California Department of Social Services (CDSS). Their state headquarters address is 744 P Street, Sacramento, CA 95814."",
  ""source"": ""https://cdss.ca.gov/"",
  ""confidence"": ""high""
}","The state-level administration for SNAP (known in California as CalFresh) is the California Department of Social Services (CDSS). Their state headquarters address is 744 P Street, Sacramento, CA 95814.",https://cdss.ca.gov/,high,2026-04-06T03:19:34.309563+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,qwen/qwen3.6-plus:free,5,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""In California, the SNAP program is known as CalFresh and is administered by the California Department of Social Services (CDSS). The state-level administrative headquarters address is: California Department of Social Services, 744 P Street, Sacramento, CA 95814."",
  ""source"": ""https://www.cdss.ca.gov/Contact-Us"",
  ""confidence"": ""high""
}","In California, the SNAP program is known as CalFresh and is administered by the California Department of Social Services (CDSS). The state-level administrative headquarters address is: California Department of Social Services, 744 P Street, Sacramento, CA 95814.",https://www.cdss.ca.gov/Contact-Us,high,2026-04-06T03:20:16.904440+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,1,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The state-level administration for SNAP in New York is overseen by the New York State Office of Temporary and Disability Assistance (OTDA). Their administrative headquarters address is 40 North Pearl Street, Albany, NY 12240. Please note: While OTDA administers the program at the state regulatory and funding level, actual SNAP applications, interviews, and case management are processed locally through individual county Departments of Social Services (or the New York City Human Resources Administration for residents within New York City)."",
  ""source"": ""https://otda.ny.gov/"",
  ""confidence"": ""high""
}","The state-level administration for SNAP in New York is overseen by the New York State Office of Temporary and Disability Assistance (OTDA). Their administrative headquarters address is 40 North Pearl Street, Albany, NY 12240. Please note: While OTDA administers the program at the state regulatory and funding level, actual SNAP applications, interviews, and case management are processed locally through individual county Departments of Social Services (or the New York City Human Resources Administration for residents within New York City).",https://otda.ny.gov/,high,2026-04-06T03:21:46.153415+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,2,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The state-level agency that administers the Supplemental Nutrition Assistance Program (SNAP) in New York is the Office of Temporary and Disability Assistance (OTDA). The official administrative mailing address for OTDA is 119 Washington Avenue, Albany, NY 12210."",
  ""source"": ""https://otda.ny.gov/contact/"",
  ""confidence"": ""high""
}","The state-level agency that administers the Supplemental Nutrition Assistance Program (SNAP) in New York is the Office of Temporary and Disability Assistance (OTDA). The official administrative mailing address for OTDA is 119 Washington Avenue, Albany, NY 12210.",https://otda.ny.gov/contact/,high,2026-04-06T03:22:33.695655+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,3,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""In New York, state-level administration for the Supplemental Nutrition Assistance Program (SNAP) is handled by the Office of Temporary and Disability Assistance (OTDA), specifically through its Division of Family Assistance. The main administrative address for the OTDA headquarters is 40 North Pearl Street, Albany, NY 12243."",
  ""source"": ""https://otda.ny.gov/"",
  ""confidence"": ""high""
}","In New York, state-level administration for the Supplemental Nutrition Assistance Program (SNAP) is handled by the Office of Temporary and Disability Assistance (OTDA), specifically through its Division of Family Assistance. The main administrative address for the OTDA headquarters is 40 North Pearl Street, Albany, NY 12243.",https://otda.ny.gov/,high,2026-04-06T03:23:16.034200+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,qwen/qwen3.6-plus:free,4,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""In New York State, the SNAP program is administered at the state level by the Office of Temporary and Disability Assistance (OTDA). The state-level administrative headquarters address is: 520 Washington Street, 2nd Floor, Albany, NY 12243. (Note: While this is the main state administrative office, SNAP applications and day-to-day case management are handled by local county Departments of Social Services)."",
  ""source"": ""https://otda.ny.gov/about-otda/contact-us.asp"",
  ""confidence"": ""high""
}","In New York State, the SNAP program is administered at the state level by the Office of Temporary and Disability Assistance (OTDA). The state-level administrative headquarters address is: 520 Washington Street, 2nd Floor, Albany, NY 12243. (Note: While this is the main state administrative office, SNAP applications and day-to-day case management are handled by local county Departments of Social Services).",https://otda.ny.gov/about-otda/contact-us.asp,high,2026-04-06T03:23:55.804131+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,1,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC). The state-level headquarters address for the HHSC is 4900 North Lamar Boulevard, Austin, TX 78751."",
  ""source"": ""https://www.hhs.texas.gov/about-hhs/contact-hhs"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC). The state-level headquarters address for the HHSC is 4900 North Lamar Boulevard, Austin, TX 78751.",https://www.hhs.texas.gov/about-hhs/contact-hhs,high,2026-04-06T03:25:27.367835+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,2,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""In Texas, SNAP is administered by the Texas Health and Human Services Commission (HHSC). The central state-level administration physical address is 701 West 51st Street, Austin, TX 78746. For official mail and correspondence regarding the commission, the mailing address is P.O. Box 149030, Austin, TX 78714-9030."",
  ""source"": ""https://hhs.texas.gov/about/locations/health-and-human-services-commission-central-office"",
  ""confidence"": ""high""
}","In Texas, SNAP is administered by the Texas Health and Human Services Commission (HHSC). The central state-level administration physical address is 701 West 51st Street, Austin, TX 78746. For official mail and correspondence regarding the commission, the mailing address is P.O. Box 149030, Austin, TX 78714-9030.",https://hhs.texas.gov/about/locations/health-and-human-services-commission-central-office,high,2026-04-06T03:26:27.000123+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,qwen/qwen3.6-plus:free,4,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC). The HHSC Central Office, which serves as the state-level administration, is located at 4900 North Lamar Blvd, Austin, TX 78751."",
  ""source"": ""https://hhs.texas.gov/"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Texas is administered by the Texas Health and Human Services Commission (HHSC). The HHSC Central Office, which serves as the state-level administration, is located at 4900 North Lamar Blvd, Austin, TX 78751.",https://hhs.texas.gov/,high,2026-04-06T03:27:25.661269+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,qwen/qwen3.6-plus:free,2,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The agency that administers WIC in Massachusetts is the Massachusetts Department of Public Health (DPH). Public records requests for the DPH should be directed to their Records Access Officer, typically at dph.publicrecords@mass.gov or through the official Massachusetts Public Records Portal."",
  ""source"": ""Massachusetts Department of Public Health official website (mass.gov/health)"",
  ""confidence"": ""medium""
}","The agency that administers WIC in Massachusetts is the Massachusetts Department of Public Health (DPH). Public records requests for the DPH should be directed to their Records Access Officer, typically at dph.publicrecords@mass.gov or through the official Massachusetts Public Records Portal.",Massachusetts Department of Public Health official website (mass.gov/health),medium,2026-04-06T03:29:05.139452+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,qwen/qwen3.6-plus:free,3,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The agency that administers the WIC (Women, Infants, and Children) program in Massachusetts is the Department of Public Health (DPH). Public records requests for the DPH should be directed to their Public Records Access Officer. The email address to submit these requests is dphpublicrecords@mass.gov. Requests can also be filed through the official public records request portal on Mass.gov."",
  ""source"": ""Mass.gov - Department of Public Health Public Records"",
  ""confidence"": ""medium""
}","The agency that administers the WIC (Women, Infants, and Children) program in Massachusetts is the Department of Public Health (DPH). Public records requests for the DPH should be directed to their Public Records Access Officer. The email address to submit these requests is dphpublicrecords@mass.gov. Requests can also be filed through the official public records request portal on Mass.gov.",Mass.gov - Department of Public Health Public Records,medium,2026-04-06T03:29:47.080795+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,qwen/qwen3.6-plus:free,4,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The Women, Infants, and Children (WIC) program in Massachusetts is administered by the Massachusetts Department of Public Health (MDPH). In accordance with the Massachusetts Public Records Law, public records requests for the department and its programs (including WIC) are handled by the agency's Records Access Officer (RAO). Requests can typically be submitted via email to dph.publicrecords@state.ma.us, or through the Department of Public Health's public records request portal on Mass.gov."",
  ""source"": ""https://www.mass.gov/orgs/department-of-public-health"",
  ""confidence"": ""medium""
}","The Women, Infants, and Children (WIC) program in Massachusetts is administered by the Massachusetts Department of Public Health (MDPH). In accordance with the Massachusetts Public Records Law, public records requests for the department and its programs (including WIC) are handled by the agency's Records Access Officer (RAO). Requests can typically be submitted via email to dph.publicrecords@state.ma.us, or through the Department of Public Health's public records request portal on Mass.gov.",https://www.mass.gov/orgs/department-of-public-health,medium,2026-04-06T03:30:59.548883+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,qwen/qwen3.6-plus:free,5,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The WIC program in Massachusetts is administered by the Massachusetts Department of Public Health (DPH). Public records requests for the department should be directed to the DPH Records Access Officer at dph.publicrecords@mass.gov."",
  ""source"": ""Massachusetts Department of Public Health (mass.gov)"",
  ""confidence"": ""medium""
}",The WIC program in Massachusetts is administered by the Massachusetts Department of Public Health (DPH). Public records requests for the department should be directed to the DPH Records Access Officer at dph.publicrecords@mass.gov.,Massachusetts Department of Public Health (mass.gov),medium,2026-04-06T03:31:56.935931+00:00,
